User,Location,Review Date,Rating,Review Highlight,Review,Date of Experience
Zubair,SA,"Sep 27, 2024",5,Nitin from customer care service was a…,Thanks a lot. Especially thanks to Mr. Jitendra for helping me to deactivate my plan. THANKS A LOT..🥰,"September 27, 2024"
Andy,GB,"Sep 27, 2024",5,Mohammed was so helpful and courteous…,"She is very helpful, Anti ( maybe that’s her name)Thanks again.Yuliya","September 27, 2024"
Brian Literacki,GB,"Sep 27, 2024",5,The customer service advisor Jatin…,Sanjay helped me do all that I needed. Brilliant stuff.,"September 27, 2024"
Тетяна Прокопович,GB,"Sep 27, 2024",5,Priya Thakre nice specialist helped me…,Aarti helped me to solve the problem right away. She is polite and friendly. It was an nice experience with Lebara support team again. Thank you Aarti.,"September 27, 2024"
Karen Rerimoi,GB,"Sep 27, 2024",5,Sanju is Excellent and personable,Easy connection and the agent Santosh understood issues and feedback was quick and effective in solving issues,"September 27, 2024"
Shakoo,GB,"Sep 27, 2024",5,It’s really helpful and makes…,Monday morning and payment for my daughters SIM plan has defaulted as my payment card has been blocked by my bank.I called Lebara and the phone was answered very quickly maybe within 1 minute.The advisor was Harshu a pleasant lady.I explained the circumstances and she reactivated my daughters SIM on a emergency plan with 1000 minutes.I offered to pay via bank transfer but she said just pay for your plan when you receive your new bank card.The service from Lebara was brilliant.I couldnt recommend highly enough.Thankyou Harshu at Lebara.,"September 27, 2024"
Berladean Dan,GB,"Sep 27, 2024",5,Excellent Service and Very Helpful Support,Aait knows how to talk to customers. I'm satisfactory with her services.,"September 27, 2024"
Suresh,GB,"Sep 27, 2024",5,Excellent service,Helped me alot 5star rating for saad,"September 27, 2024"
Susan Thomas,GB,"Sep 27, 2024",4,New customer,"Mayur was very polite and helpful. Thanks to his patience, the problem was sorted 5*","September 27, 2024"
Jason Taylor,GB,"Sep 27, 2024",3,Initial chat bot connection bombed out…,"Good service and coverage, great roaming, and Anum was mega helpful changing the plan I was on","September 27, 2024"
Jitin,GB,"Sep 27, 2024",5,The operator was very helpful and…,Puneet with Lebara was really helpful. I appreciate all the efforts carried out by him such that i received tye best from my Lebara sim connection.,"September 27, 2024"
Karen,GB,"Sep 27, 2024",5,Great online help from Santosh,"Quick, reliable and resourceful","September 27, 2024"
Eileen leck,GB,"Sep 27, 2024",5,Kunal Punjani  was most patient with me…,"Pranita was very responsive, she made life easy for me, and helped me through the process of purchasing my airtime for international calls, she is the best and she provided me with a link to help me when i want to purchase next time, I will give her 5✨","September 27, 2024"
Davin,GB,"Sep 27, 2024",5,They are quick and prompt with their…,I phoned to check that I had selected the correct online SIM as the app was not reflecting correctly. Sanjay was really helpful on the phone and reassured me that I had selected the correct plan. He was quick and professional and put my mind at rest. Furthermore the SIM was really easy to set up on my new handset.,"September 27, 2024"
nwaokocha Sylvester,GB,"Sep 27, 2024",5,Quick response and turnaround time,Vivek D was very helpful and efficient and clear,"September 27, 2024"
Vilasini Sanker,GB,"Sep 27, 2024",5,It was good support given by him,"Jen, Understood my request and changed the terms of my account with no fuss or drama.Additionally, she suggested other improvements to my request.Thanks, Jen.Alan","September 27, 2024"
Tom Olisa,GB,"Sep 27, 2024",5,Thank you Nitin,Ashish was very helpful and really happy with the service!,"September 27, 2024"
Jenny Mackenzie,GB,"Sep 27, 2024",5,Lebara's Customer Service is Outstanding!,Solved an issue on data whilst going abroad.,"September 27, 2024"
Michael Frost,GB,"Sep 27, 2024",5,Great Service from Lebara again,"Aniket was able to help me setup my SIM cards onto app by providing verification codes, as the sim’s are in cameras and not phone","September 27, 2024"
soroush faghedi,GB,"Sep 27, 2024",5,Really great service,"I talk with sangita,,I am fully satisfied,,good service libara,, 🙏 thanks","September 27, 2024"
Oluwafisayo Gbadeyan,GB,"Sep 27, 2024",5,The costumer service was great.,I really appreciate for your help when I run out data I got more than 5 times free data,"September 27, 2024"
AGUK,GB,"Sep 27, 2024",5,Aafreen Khan,Thay lison and understand Very helpful,"September 27, 2024"
Gareth,GB,"Sep 27, 2024",5,Great customer service and low prices,Sagar was the man of the day. Solved my problem fast and proffesionaly. Thanks,"September 27, 2024"
mezin hesen,GB,"Sep 27, 2024",1,Terrible Serive,Sarhvari was very helpful and helpful all the way to the end of the problems,"September 27, 2024"
Said Pirzada,GB,"Sep 27, 2024",5,Prakriti was amazing,"Aniket was very responsive and helpful, immediately helped me with my problem and refund without hassle or difficulty. My problem was able to be solved within minutes. I have had poor chat experiences with other companies before refusing to solve the problem or provide refunds, not in this case. Thank you!","September 27, 2024"
SML,GB,"Sep 27, 2024",5,Easy to cancel the sim,"Positive point - cheap SIM, includes 100 international minutes.  Unfortunately we couldn't actually call anyone internationally. Horrendous service, very polite initially, but never got back with any updates at all after 3 online chats and numerous phone calls.  Kept talking over me and telling me off for talking over her!  Couldn't resolve this issue so had to change supplier.","September 27, 2024"
David Fisher,GB,"Sep 27, 2024",5,The phone porting initially failed and…,"After 4 months on a Monthly contract, my phone stopped working and I could only make emergency calls.I wasn't sure why, however my PayPal account had been hacked by scammers.And I couldn't use my mobile phone.I spoke twice in one day to try to get it sorted and on the second phone call after 45min on the phone I was cut off.Phoned following day and did get a person who understood what I was trying to say.So SIM cancelled and now new SIM in post.However once I eventually managed to get into my account and looking at usage the scammers had used 11gig of my data in just a week and over the 4 months there was 40 pages of SMS messages sent and not by me.Also the scammers had in 2 days made roughly 2,000 calls via my account!!!!Obviously for 3 days I was blocked out of my account.I don't understand how this company didn't see my mobile phone making 2,000 calls in 2 days?????I asked someone to look at my usage, but they said no they couldn't.So as far as I am aware.Nothing has been done about this scammer.So please tell me why should I trust this company ever again.Definitely the worst experience of my life!!!!And yes it has taught me to look at my account online regularly.But never had to do it in the past.So security for me has been totally rubbish.It seems my phone was scammed from day one of fitting the new SIM.In house Scammer????","September 27, 2024"
Henry,GB,"Sep 27, 2024",4,Lebara.,Aarti was very kind andhelpful as I am very old and do not always understand how to make things.  Thank you very much,"September 24, 2024"
Valerie Briginshaw,GB,"Sep 27, 2024",4,Sanjay was most helpful over the phone…,Good customer service and the lady l spoke did well 👍,"September 27, 2024"
Ms H J Kennedy,GB,"Sep 27, 2024",5,Exceptional service,Sangita today 22nd September and Ali on Friday 20th September were very helpful. They had a gentle and friendly manner and helped to resolve my problem completely. It is much appreciated.,"September 27, 2024"
Maria,GB,"Sep 27, 2024",5,Ashish was very polite,Aniket was quick to answer and helped me solve the issue i had with my account.,"September 27, 2024"
Seulkie Jeong,GB,"Sep 27, 2024",5,Sukhwinder Singh is very kind and…,AKshay is very efficient and helped me a lot,"September 27, 2024"
nikita pathak,GB,"Sep 27, 2024",5,Vivek pandit is a very nice person he…,"Shivam was so helpful and did everything I asked, lebara is definitely the best payg network by far","September 27, 2024"
Harish Sobti,GB,"Sep 27, 2024",5,The matter was quickly resolved by…,Zuber was very nice and quickly solved my problem by refunding my overcharged package.,"September 27, 2024"
Chris Chan,GB,"Sep 27, 2024",5,Helpful and professional,Amazing. Abhijeet was very good. Top man!,"September 27, 2024"
Brooklyn Byrne,GB,"Sep 27, 2024",4,Priya Thakre was friendly and helpful…,"K. Shadab provided exceptional customer service by resolving an issue that several other agents couldn’t fix. He was patient, professional, and went the extra mile to thoroughly understand my problem and find an effective solution. His communication throughout the process was clear and reassuring, and I truly appreciate his dedication to getting the issue resolved. K. Shadab's commitment to excellent service made all the difference, and I’m grateful for his help...😃","September 27, 2024"
Antony J,GB,"Sep 27, 2024",5,I have just had the pleasure to speak to Fariyaz,"Spoke with Sanjay, he has taken my query very well and resolved it in 2-3 mins, extremely satisfied with the resolution provided by him.","September 27, 2024"
john biffin,GB,"Sep 27, 2024",5,Lebara are just great and Karan Bagade…,"More than 7 years as a Lebara customer, sadly living in Ireland and they aren't here, but they let me have my number with free credit and free minutes","September 27, 2024"
Denis,PL,"Sep 27, 2024",5,Kunal Panjani helped me to regenerate…,"sorted out my problem quickly and efficiently (lost sim, but wanted to keep old number and contract. arranged to send out new sim and keep existing account info","September 27, 2024"
HWatts,GB,"Sep 27, 2024",5,Neha was very helpful and problem was solved.,"I joined Lebara approximately 3 months ago, and initially there were no problems. However, two weeks ago data stopped working. Knowing iPhones very well, I looked everywhere on the phone to see if anything had changed on it. Nothing had, so I consequently called Lebara customer services. They then talked me through how to change the APN details, which did not work, so I called again. This did not solve the problem and I called yet again. This person also changed them and said she would call me back to check if data had returned. She did not call back to see if her alterations had worked.Because I was due to travel to France and Belgium two days later, receiving data was absolutely imperative for me, so I then decided to contact Apple support, who quickly resolved the issue.When I arrived in France - guess what - no data! Lebara’s phone number could also not be connected.Thank goodness I was out of the UK for one day only - which is actually not the point, especially when I was counting on using gps to reach my destination in Belgium.On my return home, Lebara’s explanation was that in France I should have returned the APN details to how they were originally. HOW WAS I SUPPOSED TO KNOW THIS, AND WHAT WERE THEY?And of course a huge issue is that Lebara has only ONE telephone number on which to contact them, which is ridiculous when this does not connect from abroad.I have twice contacted their CEO to complain, but as personable as most of the representatives are, the company is not as efficient as expected. Mind you, they did promptly refund my £10 monthly fee. However, had I been overseas for a longer period and in an area with no hotspot locations, how on earth would I have been able to get by?My second (continued) complaint has yet to be addressed.To all potential Lebara clients, I hope this helps with your decision if changing to this network provider.Lebara quickly responded to this review and kindly refunded another £10.They also assured me that my data issues would not happen again.However, I won’t know for certain until I return to Europe. We’ll see…","September 27, 2024"
Banafsha Memon,GB,"Sep 27, 2024",5,Great experience with the services,Simple and easy guidance,"September 27, 2024"
Lalit Patil,GB,"Sep 27, 2024",5,Quick resolution,Answered all my requests and was good.,"September 27, 2024"
Ken Coutanche,GB,"Sep 27, 2024",5,Operator excellent,"Lebara’s customer service has always been brilliant - the agents do try to understand the questions at hand. In particular, I hope to thank Shadab (K) for his patience and reassurance in following through my rather lengthy issue.","September 27, 2024"
Naomi Shaw,GB,"Sep 27, 2024",5,Santosh was willing to assist and took…,Sanjeev was very patientdid a great job of understanding my query and responding to it and resolving it appropriately so I appreciate it. Good customer service. Well done Sanjeev.,"September 27, 2024"
Yifan Qin,GB,"Sep 27, 2024",5,Fast response speed and timely handling…,Shadab K was my advisor and was very efficient and helpful,"September 27, 2024"
Gurjeet singh,GB,"Sep 27, 2024",5,Gauri was great,Karan did a really good job and help to solve my problem perfectly. Appreciate it.,"September 27, 2024"
Vaishnavy Raj,GB,"Sep 27, 2024",5,My plan has auto renewed,Imran offered excellent help and service with my plan!,"September 27, 2024"
Jay,GB,"Sep 27, 2024",5,Perfect customer service,"The connection staff is very patient and meticulous, dealing with problems and service attitude is very good, high efficiency","September 27, 2024"
Varghese Eapen,GB,"Sep 27, 2024",5,It was good customer service by…,"I am really happy for Mr. Sanjay, who helped to sort my problem. He was really very polite and generous on conversation. Sorted my problem very quickly. He is amazing. Thank you.","September 27, 2024"
wangqi wu,GB,"Sep 27, 2024",5,do me a favor,Good customer service by Rithe.Very helpful.  Addressed my concerns timely.,"September 27, 2024"
Shawkat,GB,"Sep 27, 2024",5,Thank you good job,Ashley is very helpful and efficient. Great job.,"September 27, 2024"
Paras mahajan,GB,"Sep 27, 2024",5,Kunal Punjani was very polite and was…,I had an issue with a recurring auto recharge. Customer service representative Sagar helped me with this and solved it swiftly.,"September 27, 2024"
James Finn,GB,"Sep 27, 2024",1,Useless add on,"I had a problem that karan S resolved quickly, thanks!","September 26, 2024"
刘 莲香,GB,"Sep 26, 2024",5,"AADESH,is very helpful for me",She was very helpful she really made life easy for me i was stressing she is the best she even gave me a link for next time when i want to purchase for my international calls and she explained to me how to go about it so i dont encounter the same problem i had today so i give her a 5✨,"September 26, 2024"
Andy Liu,GB,"Sep 26, 2024",5,AADESH is very good and kind to help me…,Thanks for the help. Helped me out getting in to my account nice and quick much appreciated,"September 26, 2024"
Shingie Mahachi,ZW,"Sep 26, 2024",5,He [Saba Kazi] was understanding,"The company responded,perfectly well,which was responded by priyanka A","September 26, 2024"
Nuhi Tanya,GB,"Sep 26, 2024",5,Nitin is so helpful,It's very good and kind person he's help me alot thank you for everything,"September 26, 2024"
JUBY FRANCIS,GB,"Sep 26, 2024",5,Mr.Akshay was really helpful.,"The customer service officer Karan S was really courteous, helpful and prompt in attending to my query, and also sorted out the issue I needed sorted out.","September 26, 2024"
Miri,GB,"Sep 26, 2024",5,Jatin Reddy was very helpful in…,Ashkay was a great help5 🌟,"September 26, 2024"
Najib Khan,GB,"Sep 26, 2024",2,I am new Lebara customer,"Helpfull service, very happy","September 26, 2024"
Akaninyene Umoren,GB,"Sep 26, 2024",5,Lebara is very reliable,Very helpful customer service person.,"September 26, 2024"
Vasant Chandarana,GB,"Sep 26, 2024",5,Very knowledgeable able staff &…,Only one person in customer service helped to explain  the issue and returned the extra amount charged each month . Always the network would not work either Internet and without any notification the company cancelled my network service...,"September 26, 2024"
Sarah,HK,"Sep 26, 2024",5,Priya Thakre solved the problem…,Lebara.com 24 hours chat or call will get instant answer and any problem will be cleared immediately. Good offer also get it,"September 26, 2024"
Matthew Sandiford,GB,"Sep 26, 2024",5,Excellent service from Lebara,Thank you Pradyumna! For good service! I'm fully satisfied.,"September 26, 2024"
Paul Hambelton,GB,"Sep 26, 2024",5,Very efficient,I appreciate the response,"September 26, 2024"
Consumer,GB,"Sep 26, 2024",5,Utkarsh is a great support and very…,"Sonal M is brilliant, she is spot on as she understood the issue with in no time and helped me by offering her guidance with an abundance of expertise she possess. Impeccable Service, Top notch handling. Thanks!","September 26, 2024"
Robin,GB,"Sep 26, 2024",5,What wonderful customer sevice,I forgot my username but the team from lebara worked very well. They helped me in just minutes. Specially thanks to Asish who helped me throughout this problem.Kind regardsDilraj,"September 26, 2024"
Skmh,GB,"Sep 26, 2024",5,Helpful,"I spoke to a guy called Ashish. He was polite, helpful professional and npothing was too much trouble. :-)This is the second time that I have contacted Lebara and I have had great service on both occasions - if my experience is typical of Lebara's Customer Services, then they are doing the most important things just right.","September 26, 2024"
Consumer,GB,"Sep 26, 2024",5,Great service,"Excellent experience and Customer service from Aditya, who dealt with my refund.","September 26, 2024"
Rechy Hager,GB,"Sep 26, 2024",5,Excellent service by Priya Thakre!,The person was prompt to take action on my request.,"September 26, 2024"
Stewart Halliday,GB,"Sep 26, 2024",5,Great customer experience from Akshay,Sonal is good,"September 26, 2024"
onyemachi chigozirim,GB,"Sep 26, 2024",5,Good response,"The system wrongly charged. I contacted the CS, Pushkar was so professional and helpful. He arrange the refund to me and very politely to apology. Good customer service. 👍","September 26, 2024"
Nchobuno,GB,"Sep 26, 2024",4,"Pranita was amazing ,all thanks to her","Aniket was polite, prompt and very helpful.","September 26, 2024"
Christopher Moriarty,GB,"Sep 26, 2024",5,Chat with Sagar sorted PAC Portin,Had a problem which was quickly sorted and they rang back soon after to make sure everything was OK,"September 26, 2024"
Boon Leng Yeoh,GB,"Sep 26, 2024",5,Neha,"Akshay was absolutely brilliant, totally understood the minor issue I had and went above and beyond to help me. Amazing customer service","September 26, 2024"
Jose Antony,GB,"Sep 26, 2024",5,"I wanted to take a moment to thank Neha, your customer service team. She was incredibly helpful, attentive, and responsive to my needs. The representative I spoke with went above and beyond to ensure",My auto renewal had been turned off when I changed email address and my plan was about to expire. Sonal.M did an excellent job talking me through all the various options to get the right plan for me,"September 26, 2024"
neha verma,GB,"Sep 26, 2024",5,Akshay did great great job,"I spoke to Mukesh through chat, they were extremely helpful and gave me a great deal !","September 26, 2024"
rajul gupta,GB,"Sep 26, 2024",5,Good experience,Yash Salvi was very helpful in helping me with my sim card problems very quick and efficient.,"September 26, 2024"
ramanatha saralaya,GB,"Sep 26, 2024",5,Nice conversation and able to solve my…,"Very helpful. Answered my query very thoroughly, and also sent a message with some supplementary information for future reference.","September 26, 2024"
sanober,GB,"Sep 26, 2024",5,Great customer service by Priya Thakre,Excellent service while assisting me with promo codes,"September 26, 2024"
DP,GB,"Sep 26, 2024",5,Very impressed,Very helpful customer service team.,"September 26, 2024"
Al,GB,"Sep 26, 2024",5,Kaustubh Rithe best advisor ever!,Shiwam w was very helpful very kind very energetic very humble very hardworking one of the best employe of your company,"September 26, 2024"
Khushi Rajpuria,GB,"Sep 26, 2024",5,Pravin Rathod,"Abdul Qavi the customer service person had done a great job to fix my Lebara account issue, very quickly and professionally. I'm so impressed with his service","September 25, 2024"
customer,GB,"Sep 26, 2024",5,Great customer service,Good  experience,"September 25, 2024"
Tonmoyee Borthakur,GB,"Sep 26, 2024",5,A very helpful call,Cheap enough but the coverage is garbage. Half the price of EE but not much use if I can’t use it,"September 11, 2024"
Hilde Gronsberg,GB,"Sep 26, 2024",5,Great support,Received a very nice customer care from Shubhangi  A. Who helped me solve my problem,"September 26, 2024"
H kay,GB,"Sep 26, 2024",5,Great help!,Sonal really helped me with all the process. I am satisfied.,"September 17, 2024"
M. Cobo,GB,"Updated Sep 26, 2024",5,Very good service,Support chat unhelpful (conversation #889455),"September 12, 2024"
Abin Mohammed Marotikkal,GB,"Sep 26, 2024",5,Kunal Punjani was extremely helpful!,Fast efficient and polite service from Kunal PunjabiThank you,"September 26, 2024"
Esthefany,GB,"Sep 26, 2024",5,Such a good helper!!!!,Best experience issue resolved in seconds by Vivek D,"September 26, 2024"
Akkshay Gulhane,GB,"Sep 26, 2024",5,Thank you Sandhya for helping out with…,I am very satisfied with the help of the agent and the lebara network,"September 26, 2024"
Consumer,GB,"Sep 26, 2024",5,Kunal Punjani was helpful in sorting…,Sahil Seble has listened to the request I have  made and promptly helped with queries regarding to all 3 sims about the plans. Hee helped me with refunds of the plans I was not using. Great service by him. Thank you my,"September 26, 2024"
Francisco Fernandes,GB,"Sep 26, 2024",5,Omkar lebara’s staff representative was…,He was really  helpful.  Immediately  find out the way to cancel the plan that I did  by mistake.,"September 26, 2024"
Sahar Tahzib,IL,"Sep 26, 2024",5,Schwetambari was very experienced and…,Thank you for a swift response to my issues. Asmita was polite and extremely helpful. Thank you.,"September 26, 2024"
Sima,GB,"Sep 26, 2024",5,It was Imran from Lebara customer…,"Super fast and efficient service, well done.","September 26, 2024"
Chris Beeston,GB,"Sep 26, 2024",5,Quick response and quick satisfactory…,"FARIYAZ was patient, responded positively and solved my problem","September 26, 2024"
Usha,GB,"Sep 26, 2024",5,Great customer service,"Great customer service, Jayan Mistry helped with my issue fast","September 26, 2024"
Mohammed Mustapha Ibrahim,GB,"Sep 26, 2024",5,Customer call advisor,"Thanks for Priyanka A!!!!!! I have received two new SIM cards from Lebara, but neither of them is working when I insert them into my phone. There’s no signal or network response. Priyanka A is so patient, professional and helpful to me!!!! Thanks again for Priyanka A","September 26, 2024"
Manju Saru Magar,GB,"Sep 26, 2024",5,Gitaanjali W,Madhu was extremely helpful in resolving my issue. Full marks!,"September 26, 2024"
Odono Peter,GB,"Sep 26, 2024",5,Kufal punjani was very good to me on…,I'm happy with talk to lebara customer care service,"September 26, 2024"
XIAODI   TONG,GB,"Sep 26, 2024",5,Very efficiency Customer Service!,"Great customer service (Akshay), hopefully I get good network coverage","September 26, 2024"
Irana M,GB,"Sep 26, 2024",5,Karan Bagade was very helpful and…,"I have now left Lebara.In April they left me, in New York without a phone service for a week.They ignored my correspondence both when I was there and after my return, and ignored the Communications Ombudsman's review of my complaint.The Ombudsman upheld my complaint.Lebara sought to hide behind an exclusion clause absolving them of liability for overseas networks - as if they're actually using their own network in the UK -but the issue was they had not set up my roaming account.Don't believe the claim that they strive for excellent customer service.","September 26, 2024"
Princy Eldo,GB,"Sep 26, 2024",5,Thank you Suraj for sorting out the…,The caller spoke very kindly and patiently,"September 26, 2024"
olamide lawal,GB,"Sep 26, 2024",5,Suraj was very helpful,Siddhant Vardha Made this experience easy and quick,"September 26, 2024"
MOIN SHAIK,GB,"Sep 26, 2024",5,Best support,Karan S was of great help and was polite and efficient,"September 26, 2024"
AZEEZ SUBAIR,GB,"Sep 26, 2024",5,Kunal Punjani responded well and was…,Mr kaustubh Rithe is a very supportive person during the conversation with him I am very satisfied,"September 26, 2024"
Mackenzie Molloy,GB,"Sep 26, 2024",5,Best Sim Provider,"Yeah, the agent ( Kunal Punjani) is wonderful, he is really helpful and better service","September 26, 2024"
CHI MAN,GB,"Sep 26, 2024",1,I am very disappointed of this provider,Kunal punjani was very helpful and he does excellent customer service.He solved my issue,"September 24, 2024"
Sarah Jones,GB,"Sep 26, 2024",5,Sonal M very helpful to me and would…,Akshay was very helpful and speedy dealing with my query. Excellent service,"September 23, 2024"
Pargat,GB,"Sep 26, 2024",5,She is doing great job and she has good…,Askay was so much patient and attentive to render all assistants from his or her end excellently and I am so much happy.He/she is a true amberserdor of Lebara.,"September 25, 2024"
rohini mukherjee,GB,"Sep 25, 2024",5,Jatin.Reddy was really helpful please…,Your employee Karan S helped me activate my lebara card today. He was very patient and attentive to help me with every problem. I am very grateful to him for helping me solve the problem today.,"September 25, 2024"
customer,GB,"Updated Sep 26, 2024",3,Signal went from bad to almost non existent,Utkarsh K is extremely helpful! And I decided to stay with Lebara.,"September 16, 2024"
Richard Carter,AE,"Sep 25, 2024",5,Very polite and helpful,It was very quick and efficient,"September 25, 2024"
窝窝婵,GB,"Sep 25, 2024",5,Saba has helped me a lot,"The person who assisted me was Nitin, who understood the problem and resolved it efficiently and promptly. He also attended to a matter that my husband had, who is also a customer of Lebara and advised my husband the solution.Great service from Nitin. Thanks.","September 25, 2024"
Zaineb Abid,GB,"Sep 25, 2024",5,Very helpful,Had a helpful experience with Jim who helped me very much regarding roaming etc.Now I am happy that he managed to sort things out.Thank Jim.Regards Francis Doherty,"September 25, 2024"
Blay Del Ros,GB,"Sep 25, 2024",5,Shashi was a great customer service…,"If Vodafone is a good signal in your area, Lebara is the best choice.","September 25, 2024"
Clare Grist,GB,"Sep 25, 2024",5,Very helpful,"Jim assistance today was very helpful as he provided the relevant information I needed. I was so pleased with his service, excellent and professional. Thanks Jim","September 25, 2024"
Effiong Henshaw,GB,"Sep 25, 2024",5,"Vishal B. Polite, Professional and Helpful",10/10 very helpful and quick to reply(Mukesh) Issue resolved with in 10 mins.,"September 25, 2024"
Oidijus,LT,"Sep 25, 2024",5,For a plan change,"Excellent service today from Pradyumma, really helpful and answered all my questions without any problem. Thank you","September 25, 2024"
Ray Fenton,GB,"Sep 25, 2024",5,First class service and knowledge of…,Siyona checked that I am owed a refund & advised I would get this back in my account within 3 days,"September 25, 2024"
Farhan Tofiq,GB,"Sep 25, 2024",5,Jim is a very kind and helpful person,Quick and precise. Very patient as well.,"September 25, 2024"
Smita Patel,GB,"Sep 25, 2024",5,My experience with Lebara…,"Just signed up for a 12-month plan. I used a SIM I got in a shop.Entirely my error, when I bought the plan via the APP I inadvertently ordered a new SIM instead of adding the plan to the existing SIM which I wanted to keep because of the number.I spoke to Shivan who was able to explain what happened, he quickly rectified the issue and allocatedmy order to my existing SIM.Great service. Thank you.And the packages are very competitive.","September 25, 2024"
Garry,GB,"Sep 25, 2024",5,Lovely voice and temperament,Mukesh was really helpful when I had a query.There was minimal waiting time too which was refreshing.,"September 25, 2024"
New,GB,"Sep 25, 2024",5,Gitanjali W,"I've had no problem when with Lebara, but when you try to leave they make it difficult to cancel the automatic payment on your 30 day contract. In the process of moving to Vodafone but as soon as I said I was leaving and I'd started moving my phone number to Vodafone, I could no longer access my Lebara online account. This is because you need to enter your phone number to access the account, but because I was moving the number it was not technically a Lebara number anymore. So I can't get in to it to stop them taking money off me via the auto renew. This isn't ideal when you're then forced to ring them to cancel but they're only open Monday to Friday 9am to 5pm and it's currently 5.30pm on a Friday. Then you have to brave the famously terribly customer service and you've got autism so you hate phone calls. All because you got a new phone and want to leave.","September 25, 2024"
Mercy Odeyemi,GB,"Sep 25, 2024",5,Experience was great,The interaction was quite professional and helpful. It's a premium service from the Agent (Priyanka),"September 25, 2024"
Consumer,GB,"Sep 25, 2024",5,Excellent service and he’s very helpful…,my online assistant Ashpack was very helpful and so efficient dealing with my enquire. very well done,"September 25, 2024"
Rob Taylor,GB,"Sep 25, 2024",5,Quick resolution,Excellent service provided by PUNIT DESAI. Thank you.,"September 25, 2024"
Hussein Elhaj,GB,"Sep 25, 2024",5,Very good customer services,Great first ever chat with Lebara very impressed,"September 25, 2024"
Raj,GB,"Sep 25, 2024",5,Thank you Akash & Lebara,Jim is a good guy. Keep him and pay him more. He helped me out with a mistake.,"September 25, 2024"
Mark Gee,GB,"Sep 25, 2024",5,The lady was very helpful as we were…,My issue was solved quickly and efficiently and Shubhangi A was very friendly,"September 25, 2024"
Sheen,JP,"Sep 25, 2024",5,I feel so happy that I get my sim back…,Sagar was very helpful and polite. He sorted my problem efficiently.,"September 25, 2024"
Chris Murphy,GB,"Sep 25, 2024",5,Great customer service found what I…,Good understanding of the problem and resolved quickly. Brilliant,"September 25, 2024"
zaff chadhury,GB,"Sep 25, 2024",5,As i was having 1 or 2 issues with my…,I was unhappy that my plan had terminated and I could not make calls but Muskan sorted everything. She was very helpful and efficient.,"September 25, 2024"
Estela Hamilton,GB,"Sep 25, 2024",5,Kunal Punjani was extremely helpful and…,"Salomi quickly understood the problem I had, and efficiently solved it. I could not have asked for better service.","September 25, 2024"
Mrs Patel,GB,"Sep 25, 2024",5,Priya Thakre was very helpful,"My English is not very good, but the customer service understood and solved my problem quickly. Very pleasant experience!","September 25, 2024"
McG,US,"Sep 25, 2024",5,Sagar sorted out my roaming renewal…,"Wow - what a shambles of a company.Incompetent, dishonest, and chaotic.I placed an order, they took my money, then nothing arrived. They didn;t bother contacting me so I called them - was told Royal Mail had failed, and a new order would be placed. Nothing arrived. They failed to contact me, I chased, and was told Royal Mail had failed again, and they would reorder. Nothing arrived, and I've just got off the line with another operator trying to tell me Royal Mail has failed a third time.In the 2 weeks this debacle has been on-going multiple other companies have managed to get their products to me via Royal Mail.They're just a bunch of dishonest incompetent cowboys.","September 25, 2024"
Mick,GB,"Sep 25, 2024",5,Excellent service,Query dealt with quickly and efficiently. Thank you Zeeshan,"September 25, 2024"
mohit sakhare,GB,"Sep 25, 2024",5,All my doubts were cleared and Kunnal…,"20 09 2024 Muskan very helped me,super costumer service","September 25, 2024"
Consumer,GB,"Sep 25, 2024",5,He is very nice to me,Musigam very good 20/9/2024 radoslavkondik3gmail.com,"September 25, 2024"
Laura,GB,"Sep 25, 2024",5,Neha was extremely helpful and sorted…,"The staff is patient and the instructions are clear, very helpful!!!","September 25, 2024"
Wong Wong,GB,"Sep 25, 2024",5,Great CS service in Lebara,Maaz is very nice！,"September 25, 2024"
Favour Akpan,GB,"Sep 25, 2024",5,Abhijeet was very helpful in topping up…,Aniket was very patient and helpful. He solved my problem quickly and efficiently.,"September 25, 2024"
V Jane,GB,"Sep 25, 2024",5,Gitanjali lovely to talk to and very…,She is really really nice 👍,"September 25, 2024"
Zhixuanwu,GB,"Sep 25, 2024",5,Great attitude patient,Call was answered quickly. Matter was dealt with. Woman I spoke to was very informative.,"September 25, 2024"
Jane,GB,"Sep 25, 2024",5,Kunal Punjani was very helpful and dealt with my problem very nicely,Really polite and instant Help out.They know custormer needs and Take actions accordingly.my problem solved by within 2 minutes.Incredible service.Highly recommended.,"September 25, 2024"
Sandra,GB,"Sep 25, 2024",5,Excellent service by shivam,It was nice experience in talking with customer care team (Vijay kumar A). Explained clearly what's future Lebara revolutions aswell. Thanks.,"September 25, 2024"
Espoir Murhabazi,GB,"Sep 25, 2024",5,Amazing customer service,My issue with mobile data roaming has been resolved with the help of Aniket - very polite and helpful. Thanks a lot!,"September 25, 2024"
kavita nayyar,GB,"Sep 25, 2024",5,Suraj was very helpful,Quick Service and solution to my issue.Durgesh was quick with the solution and wasted no time getting my problem solved. Great and effective communication.,"September 25, 2024"
Buki Fagbenle,GB,"Sep 25, 2024",5,Very helpful,She very good on understanding the issue and good on resolving quicky.And too patience...,"September 25, 2024"
Scott Hepburn,GB,"Sep 25, 2024",1,Don't waste your money with Lebara,Great service. Stellar performance. Query settled.,"September 24, 2024"
